date,matchday,home,away,home_score,away_score,btts,total_goals,season,home_form_games_played,home_form_goals_scored,home_form_goals_conceded,home_form_btts_rate,home_form_avg_total_goals,away_form_games_played,away_form_goals_scored,away_form_goals_conceded,away_form_btts_rate,away_form_avg_total_goals,h2h_games,h2h_btts_rate,h2h_avg_goals,home_season_games,home_season_goals_scored,home_season_goals_conceded,home_season_btts_rate,home_season_win_rate,home_season_clean_sheets,home_season_failed_to_score,away_season_games,away_season_goals_scored,away_season_goals_conceded,away_season_btts_rate,away_season_win_rate,away_season_clean_sheets,away_season_failed_to_score,combined_form_btts_rate,combined_form_goals,defense_strength_diff,attack_strength_diff,home_season_avg_goals_for,home_season_avg_goals_against,away_season_avg_goals_for,away_season_avg_goals_against
2020-09-30,,Benevento Calcio,(1-4)  FC Internazionale Milano,2,5,1,7,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-09-30,,20.45  SS Lazio,(0-3)  Atalanta BC,1,4,1,5,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-02,,20.45  ACF Fiorentina,(0-1)  UC Sampdoria,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-03,,20.45  Udinese Calcio,(0-0)  AS Roma,0,1,0,1,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-03,,15.00  US Sassuolo Calcio,(1-0)  FC Crotone,4,1,1,5,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-04,,12.30  Atalanta BC,(4-1)  Cagliari Calcio,5,2,1,7,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-04,,15.00  SS Lazio,(0-1)  FC Internazionale Milano,1,1,1,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-04,,Parma Calcio 1913,(1-0)  Hellas Verona FC,1,0,0,1,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-04,,Benevento Calcio,(0-0)  Bologna FC 1909,1,0,0,1,2020-21,1,2,5,1.0,7.0,0,0,0,0.0,0.0,0,0.0,0.0,1,2,5,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,2,5,2,2.0,5.0,,
2020-10-04,,18.00  AC Milan,(0-0)  Spezia Calcio,3,0,0,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-17,,15.00  SSC Napoli,(4-0)  Atalanta BC,4,1,1,5,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-17,,18.00  FC Internazionale Milano,(1-2)  AC Milan,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-17,,UC Sampdoria,(2-0)  SS Lazio,3,0,0,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-17,,20.45  FC Crotone,(1-1)  Juventus FC,1,1,1,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-18,,20.45  AS Roma,(2-1)  Benevento Calcio,5,2,1,7,2020-21,1,2,2,1.0,4.0,1,3,2,1.0,5.0,0,0.0,0.0,1,2,2,1.0,0.0,0,0,1,3,2,1.0,1.0,0,0,1.0,5,0,-1,2.0,2.0,3.0,2.0
2020-10-18,,18.00  Udinese Calcio,(1-1)  Parma Calcio 1913,3,2,1,5,2020-21,1,0,2,0.0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,2,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0,0.0,0,2,0,0.0,2.0,,
2020-10-18,,15.00  Torino FC,(1-2)  Cagliari Calcio,2,3,1,5,2020-21,1,2,4,1.0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,1,2,4,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,2,4,2,2.0,4.0,,
2020-10-18,,12.30  Bologna FC 1909,(2-1)  US Sassuolo Calcio,3,4,1,7,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-18,,Spezia Calcio,(1-2)  ACF Fiorentina,2,2,1,4,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-19,,20.45  Hellas Verona FC,Genoa CFC,0,0,0,0,2020-21,1,3,0,0.0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,3,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,3,0,3,3.0,0.0,,
2020-10-23,,20.45  US Sassuolo Calcio,(0-1)  Torino FC,3,3,1,6,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-24,,15.00  Atalanta BC,(0-1)  UC Sampdoria,1,3,1,4,2020-21,0,0,0,0.0,0.0,1,2,1,1.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,1,1.0,1.0,0,0,0.5,2,-1,-2,,,2.0,1.0
2020-10-24,,18.00  Genoa CFC,(0-0)  FC Internazionale Milano,0,2,0,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-24,,20.45  SS Lazio,(0-0)  Bologna FC 1909,2,1,1,3,2020-21,1,1,4,1.0,5.0,1,0,1,0.0,1.0,0,0.0,0.0,1,1,4,1.0,0.0,0,0,1,0,1,0.0,0.0,0,1,0.5,1,3,1,1.0,4.0,0.0,1.0
2020-10-25,,18.00  ACF Fiorentina,(2-1)  Udinese Calcio,3,2,1,5,2020-21,1,1,0,0.0,1.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,1,0,1,1.0,0.0,,
2020-10-25,,Benevento Calcio,(1-0)  SSC Napoli,1,2,1,3,2020-21,2,3,5,0.5,4.0,0,0,0,0.0,0.0,0,0.0,0.0,2,3,5,0.5,0.5,1,0,0,0,0,0.0,0.0,0,0,0.25,3,5,3,1.5,2.5,,
2020-10-25,,20.45  Juventus FC,(0-0)  Hellas Verona FC,1,1,1,2,2020-21,1,3,0,0.0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,3,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,3,0,3,3.0,0.0,,
2020-10-25,,12.30  Cagliari Calcio,(3-2)  FC Crotone,4,2,1,6,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-25,,15.00  Parma Calcio 1913,(1-2)  Spezia Calcio,2,2,1,4,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-26,,20.45  AC Milan,(1-1)  AS Roma,3,3,1,6,2020-21,1,2,0,0.0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,1,2,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,2,0,2,2.0,0.0,,
2020-10-31,,15.00  FC Crotone,(1-2)  Atalanta BC,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-10-31,,18.00  FC Internazionale Milano,(0-0)  Parma Calcio 1913,2,2,1,4,2020-21,1,1,2,1.0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,2,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,1,2,1,1.0,2.0,,
2020-10-31,,20.45  Bologna FC 1909,(1-1)  Cagliari Calcio,3,2,1,5,2020-21,1,4,1,1.0,5.0,0,0,0,0.0,0.0,0,0.0,0.0,1,4,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.5,4,1,4,4.0,1.0,,
2020-11-01,,12.30  Udinese Calcio,(0-1)  AC Milan,1,2,1,3,2020-21,0,0,0,0.0,0.0,1,2,0,0.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,0,0.0,1.0,1,0,0.0,2,0,-2,,,2.0,0.0
2020-11-01,,15.00  Torino FC,(2-1)  SS Lazio,3,4,1,7,2020-21,2,4,7,1.0,5.5,0,0,0,0.0,0.0,0,0.0,0.0,2,4,7,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,4,7,4,2.0,3.5,,
2020-11-01,,Spezia Calcio,(1-1)  Juventus FC,1,4,1,5,2020-21,1,2,2,1.0,4.0,1,1,1,1.0,2.0,0,0.0,0.0,1,2,2,1.0,0.0,0,0,1,1,1,1.0,0.0,0,0,1.0,3,1,1,2.0,2.0,1.0,1.0
2020-11-01,,18.00  SSC Napoli,(0-0)  US Sassuolo Calcio,0,2,0,2,2020-21,1,6,0,0.0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,1,6,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,6,0,6,6.0,0.0,,
2020-11-01,,AS Roma,(1-0)  ACF Fiorentina,2,0,0,2,2020-21,1,0,3,0.0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,3,0.0,0.0,0,1,0,0,0,0.0,0.0,0,0,0.0,0,3,0,0.0,3.0,,
2020-11-01,,20.45  UC Sampdoria,(1-1)  Genoa CFC,1,1,1,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-02,,20.45  Hellas Verona FC,(1-0)  Benevento Calcio,3,1,1,4,2020-21,2,3,0,0.0,1.5,0,0,0,0.0,0.0,0,0.0,0.0,2,3,0,0.0,0.5,2,1,0,0,0,0.0,0.0,0,0,0.0,3,0,3,1.5,0.0,,
2020-11-04,,17.00  Genoa CFC,(0-2)  Torino FC,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-06,,20.45  US Sassuolo Calcio,Udinese Calcio,0,0,0,0,2020-21,1,3,3,1.0,6.0,0,0,0,0.0,0.0,0,0.0,0.0,1,3,3,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,3,3,3,3.0,3.0,,
2020-11-07,,15.00  Cagliari Calcio,(0-0)  UC Sampdoria,2,0,0,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-07,,18.00  Benevento Calcio,(0-1)  Spezia Calcio,0,3,0,3,2020-21,0,0,0,0.0,0.0,1,2,0,0.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,2,0,0.0,1.0,1,0,0.0,2,0,-2,,,2.0,0.0
2020-11-07,,20.45  Parma Calcio 1913,ACF Fiorentina,0,0,0,0,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-08,,12.30  SS Lazio,(0-1)  Juventus FC,1,1,1,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-08,,15.00  Atalanta BC,(0-0)  FC Internazionale Milano,1,1,1,2,2020-21,1,1,3,1.0,4.0,1,2,0,0.0,2.0,0,0.0,0.0,1,1,3,1.0,0.0,0,0,1,2,0,0.0,1.0,1,0,0.5,3,3,-1,1.0,3.0,2.0,0.0
2020-11-08,,Torino FC,FC Crotone,0,0,0,0,2020-21,0,0,0,0.0,0.0,1,0,2,0.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,2,0.0,0.0,0,1,0.0,0,-2,0,,,0.0,2.0
2020-11-08,,Genoa CFC,(0-1)  AS Roma,1,3,1,4,2020-21,1,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0.0,0.0,1,1,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,,
2020-11-08,,18.00  Bologna FC 1909,(0-1)  SSC Napoli,0,1,0,1,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-08,,20.45  AC Milan,(1-2)  Hellas Verona FC,2,2,1,4,2020-21,2,5,3,0.5,4.0,0,0,0,0.0,0.0,0,0.0,0.0,2,5,3,0.5,0.5,1,0,0,0,0,0.0,0.0,0,0,0.25,5,3,5,2.5,1.5,,
2020-11-21,,20.45  Juventus FC,(2-0)  Cagliari Calcio,2,0,0,2,2020-21,2,4,1,0.5,2.5,0,0,0,0.0,0.0,0,0.0,0.0,2,4,1,0.5,0.5,1,0,0,0,0,0.0,0.0,0,0,0.25,4,1,4,2.0,0.5,,
2020-11-21,,15.00  FC Crotone,(0-1)  SS Lazio,0,2,0,2,2020-21,1,1,2,1.0,3.0,1,2,0,0.0,2.0,0,0.0,0.0,1,1,2,1.0,0.0,0,0,1,2,0,0.0,1.0,1,0,0.5,3,2,-1,1.0,2.0,2.0,0.0
2020-11-21,,18.00  Spezia Calcio,Atalanta BC,0,0,0,0,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-22,,12.30  ACF Fiorentina,(0-0)  Benevento Calcio,0,1,0,1,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-22,,15.00  FC Internazionale Milano,(0-1)  Torino FC,4,2,1,6,2020-21,0,0,0,0.0,0.0,1,3,3,1.0,6.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,3,3,1.0,0.0,0,0,0.5,3,-3,-3,,,3.0,3.0
2020-11-22,,AS Roma,(3-0)  Parma Calcio 1913,3,0,0,3,2020-21,2,2,3,0.0,2.5,0,0,0,0.0,0.0,0,0.0,0.0,2,2,3,0.0,0.5,1,1,0,0,0,0.0,0.0,0,0,0.0,2,3,2,1.0,1.5,,
2020-11-22,,UC Sampdoria,(1-1)  Bologna FC 1909,1,2,1,3,2020-21,1,3,0,0.0,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,3,0,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,0.0,3,0,3,3.0,0.0,,
2020-11-22,,Hellas Verona FC,(0-1)  US Sassuolo Calcio,0,2,0,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-22,,18.00  Udinese Calcio,(1-0)  Genoa CFC,1,0,0,1,2020-21,2,3,4,0.5,3.5,1,0,6,0.0,6.0,0,0.0,0.0,2,3,4,0.5,0.5,0,1,1,0,6,0.0,0.0,0,1,0.25,3,-2,3,1.5,2.0,0.0,6.0
2020-11-22,,20.45  SSC Napoli,(0-1)  AC Milan,1,3,1,4,2020-21,0,0,0,0.0,0.0,2,4,1,0.5,2.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,4,1,0.5,1.0,1,0,0.25,4,-1,-4,,,2.0,0.5
2020-11-28,,20.45  Atalanta BC,(0-0)  Hellas Verona FC,0,2,0,2,2020-21,0,0,0,0.0,0.0,1,1,1,1.0,2.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,1,1.0,0.0,0,0,0.5,1,-1,-1,,,1.0,1.0
2020-11-28,,15.00  US Sassuolo Calcio,(0-2)  FC Internazionale Milano,0,3,0,3,2020-21,1,4,1,1.0,5.0,0,0,0,0.0,0.0,0,0.0,0.0,1,4,1,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.5,4,1,4,4.0,1.0,,
2020-11-28,,18.00  Benevento Calcio,(1-1)  Juventus FC,1,1,1,2,2020-21,1,0,3,0.0,3.0,2,5,2,1.0,3.5,0,0.0,0.0,1,0,3,0.0,0.0,0,1,2,5,2,1.0,0.5,0,0,0.5,5,1,-5,0.0,3.0,2.5,1.0
2020-11-29,,20.45  SSC Napoli,(1-0)  AS Roma,4,0,0,4,2020-21,1,1,3,1.0,4.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,3,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,1,3,1,1.0,3.0,,
2020-11-29,,18.00  Cagliari Calcio,(0-1)  Spezia Calcio,2,2,1,4,2020-21,0,0,0,0.0,0.0,2,5,0,0.0,2.5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,5,0,0.0,1.0,2,0,0.0,5,0,-5,,,2.5,0.0
2020-11-29,,12.30  SS Lazio,(0-2)  Udinese Calcio,1,3,1,4,2020-21,1,1,1,1.0,2.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.5,1,1,1,1.0,1.0,,
2020-11-29,,15.00  AC Milan,(2-0)  ACF Fiorentina,2,0,0,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-11-29,,Bologna FC 1909,(1-0)  FC Crotone,1,0,0,1,2020-21,0,0,0,0.0,0.0,1,1,4,1.0,5.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,4,1.0,0.0,0,0,0.5,1,-4,-1,,,1.0,4.0
2020-11-30,,18.30  Torino FC,(1-0)  UC Sampdoria,2,2,1,4,2020-21,0,0,0,0.0,0.0,1,0,3,0.0,3.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,3,0.0,0.0,0,1,0.0,0,-3,0,,,0.0,3.0
2020-11-30,,20.45  Genoa CFC,(0-1)  Parma Calcio 1913,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-12-05,,18.00  Juventus FC,(0-1)  Torino FC,2,1,1,3,2020-21,0,0,0,0.0,0.0,2,5,7,1.0,6.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,2,5,7,1.0,0.0,0,0,0.5,5,-7,-5,,,2.5,3.5
2020-12-05,,15.00  Spezia Calcio,(0-2)  SS Lazio,1,2,1,3,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
2020-12-05,,20.45  FC Internazionale Milano,(2-0)  Bologna FC 1909,3,1,1,4,2020-21,1,4,3,1.0,7.0,0,0,0,0.0,0.0,0,0.0,0.0,1,4,3,1.0,1.0,0,0,0,0,0,0.0,0.0,0,0,0.5,4,3,4,4.0,3.0,,
2020-12-06,,20.45  UC Sampdoria,(0-1)  AC Milan,1,2,1,3,2020-21,1,1,1,1.0,2.0,3,7,2,0.6666666666666666,3.0,0,0.0,0.0,1,1,1,1.0,0.0,0,0,3,7,2,0.6666666666666666,1.0,1,0,0.8333333333333333,8,-1,-6,1.0,1.0,2.3333333333333335,0.6666666666666666
2020-12-06,,18.00  FC Crotone,(0-1)  SSC Napoli,0,4,0,4,2020-21,0,0,0,0.0,0.0,1,1,0,0.0,1.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,1,0,0.0,1.0,1,0,0.0,1,0,-1,,,1.0,0.0
2020-12-06,,12.30  Hellas Verona FC,(1-0)  Cagliari Calcio,1,1,1,2,2020-21,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,,,,
